ts,bitget_xauusdt,comex_gc,comex_gc_ts,basis_dollars,basis_pct,stale_minutes
2026-06-30 03:12:02.706054+00:00,3974.02,3976.800048828125,2026-06-30 02:49:00+00:00,2.780048828125018,0.06995558220957666,23.04510103333333
