ts,open,high,low,close,volume
2026-06-27 19:10:00+00:00,4085.68,4085.91,4085.68,4085.69,0.22
2026-06-27 19:15:00+00:00,4085.69,4086.09,4084.73,4085.55,5.99
2026-06-27 19:20:00+00:00,4085.55,4085.55,4083.57,4084.29,2.15
2026-06-27 19:25:00+00:00,4084.29,4084.67,4082.82,4084.43,4.74
2026-06-27 19:30:00+00:00,4084.43,4084.43,4082.43,4082.43,4.2
2026-06-27 19:35:00+00:00,4082.43,4082.44,4081.41,4081.65,5.49
2026-06-27 19:40:00+00:00,4081.65,4081.84,4081.07,4081.07,13.75
2026-06-27 19:45:00+00:00,4081.07,4082.46,4081.07,4082.36,11.0
2026-06-27 19:50:00+00:00,4082.36,4082.45,4082.25,4082.45,0.27
2026-06-27 19:55:00+00:00,4082.45,4083.52,4082.45,4083.48,1.16
2026-06-27 20:00:00+00:00,4083.48,4083.96,4082.81,4083.96,14.39
2026-06-27 20:05:00+00:00,4083.96,4084.18,4083.96,4084.17,1.95
2026-06-27 20:10:00+00:00,4084.17,4084.18,4084.17,4084.17,0.63
2026-06-27 20:15:00+00:00,4084.17,4086.74,4084.17,4085.35,23.77
2026-06-27 20:20:00+00:00,4085.35,4085.74,4084.77,4085.58,6.46
2026-06-27 20:25:00+00:00,4085.58,4085.87,4085.56,4085.56,3.33
2026-06-27 20:30:00+00:00,4085.56,4085.85,4085.32,4085.64,0.68
2026-06-27 20:35:00+00:00,4085.64,4086.15,4085.4,4085.87,9.99
2026-06-27 20:40:00+00:00,4085.87,4086.14,4085.66,4085.66,3.41
2026-06-27 20:45:00+00:00,4085.66,4086.06,4085.48,4085.87,17.55
2026-06-27 20:50:00+00:00,4085.87,4085.87,4084.97,4085.06,6.65
2026-06-27 20:55:00+00:00,4085.06,4085.19,4084.43,4084.45,3.22
2026-06-27 21:00:00+00:00,4084.45,4087.18,4084.45,4087.05,8.92
2026-06-27 21:05:00+00:00,4087.05,4087.11,4086.31,4087.11,3.21
2026-06-27 21:10:00+00:00,4087.11,4087.19,4085.4,4085.4,8.49
2026-06-27 21:15:00+00:00,4085.4,4085.4,4084.18,4084.43,27.25
2026-06-27 21:20:00+00:00,4084.43,4086.45,4084.18,4086.11,7.2
2026-06-27 21:25:00+00:00,4086.11,4087.18,4085.68,4086.86,5.77
2026-06-27 21:30:00+00:00,4086.86,4089.99,4086.86,4089.53,2.45
2026-06-27 21:35:00+00:00,4089.53,4089.53,4087.53,4087.53,1.72
2026-06-27 21:40:00+00:00,4087.53,4087.66,4085.35,4085.55,6.74
2026-06-27 21:45:00+00:00,4085.55,4086.8,4084.33,4084.33,1.3
2026-06-27 21:50:00+00:00,4084.33,4084.91,4083.49,4083.58,3.61
2026-06-27 21:55:00+00:00,4083.58,4085.42,4083.51,4085.41,16.2
2026-06-27 22:00:00+00:00,4085.41,4088.23,4085.41,4086.36,17.65
2026-06-27 22:05:00+00:00,4086.36,4086.55,4085.4,4085.52,2.8
2026-06-27 22:10:00+00:00,4085.52,4086.11,4085.39,4085.39,8.04
2026-06-27 22:15:00+00:00,4085.39,4085.39,4083.1,4084.4,14.79
