event_ts,event_type,logged_at,status,pre_close,ev_open,ev_high,ev_low,ev_close,ev_range,pre_atr,ema_slope,trend_dir,status_detail,direction,entry_ts,entry_price,exit_ts,exit_price,stop_price,target_price,exit_reason,gross_pnl,net_pnl,mfe_dollars,mae_dollars,what_if_opp_dir_pnl
2020-11-06 13:30:00+00:00,JOBS,2026-06-19 19:26:19.362949+00:00,no_bar,,,,,,,,,,,,,,,,,,,,,,,
2020-11-12 13:30:00+00:00,CPI,2026-06-19 19:26:19.363469+00:00,no_bar,,,,,,,,,,,,,,,,,,,,,,,
2020-12-04 13:30:00+00:00,JOBS,2026-06-19 19:26:19.364011+00:00,no_bar,,,,,,,,,,,,,,,,,,,,,,,
2020-12-11 13:30:00+00:00,CPI,2026-06-19 19:26:19.364540+00:00,no_bar,,,,,,,,,,,,,,,,,,,,,,,
2021-01-01 13:30:00+00:00,JOBS,2026-06-19 19:26:19.365085+00:00,no_bar,,,,,,,,,,,,,,,,,,,,,,,
2021-01-13 13:30:00+00:00,CPI,2026-06-19 19:26:19.365606+00:00,no_bar,,,,,,,,,,,,,,,,,,,,,,,
2021-02-05 13:30:00+00:00,JOBS,2026-06-19 19:26:19.366165+00:00,no_bar,,,,,,,,,,,,,,,,,,,,,,,
2021-02-11 13:30:00+00:00,CPI,2026-06-19 19:26:19.366672+00:00,no_bar,,,,,,,,,,,,,,,,,,,,,,,
2021-03-05 13:30:00+00:00,JOBS,2026-06-19 19:26:19.367240+00:00,no_bar,,,,,,,,,,,,,,,,,,,,,,,
2021-03-11 13:30:00+00:00,CPI,2026-06-19 19:26:19.367757+00:00,no_bar,,,,,,,,,,,,,,,,,,,,,,,
2021-04-02 12:30:00+00:00,JOBS,2026-06-19 19:26:19.368300+00:00,no_bar,,,,,,,,,,,,,,,,,,,,,,,
2021-04-13 12:30:00+00:00,CPI,2026-06-19 19:26:19.368818+00:00,no_bar,,,,,,,,,,,,,,,,,,,,,,,
2021-05-07 12:30:00+00:00,JOBS,2026-06-19 19:26:19.369363+00:00,no_bar,,,,,,,,,,,,,,,,,,,,,,,
2021-05-13 12:30:00+00:00,CPI,2026-06-19 19:26:19.369874+00:00,no_bar,,,,,,,,,,,,,,,,,,,,,,,
2021-06-04 12:30:00+00:00,JOBS,2026-06-19 19:26:19.370468+00:00,no_bar,,,,,,,,,,,,,,,,,,,,,,,
2021-06-11 12:30:00+00:00,CPI,2026-06-19 19:26:19.370987+00:00,no_bar,,,,,,,,,,,,,,,,,,,,,,,
2021-07-02 12:30:00+00:00,JOBS,2026-06-19 19:26:19.371520+00:00,no_bar,,,,,,,,,,,,,,,,,,,,,,,
2021-07-13 12:30:00+00:00,CPI,2026-06-19 19:26:19.372043+00:00,no_bar,,,,,,,,,,,,,,,,,,,,,,,
2021-08-06 12:30:00+00:00,JOBS,2026-06-19 19:26:19.372586+00:00,no_bar,,,,,,,,,,,,,,,,,,,,,,,
2021-08-12 12:30:00+00:00,CPI,2026-06-19 19:26:19.373091+00:00,no_bar,,,,,,,,,,,,,,,,,,,,,,,
2021-09-03 12:30:00+00:00,JOBS,2026-06-19 19:26:19.373639+00:00,no_bar,,,,,,,,,,,,,,,,,,,,,,,
2021-09-13 12:30:00+00:00,CPI,2026-06-19 19:26:19.374167+00:00,no_bar,,,,,,,,,,,,,,,,,,,,,,,
2021-10-01 12:30:00+00:00,JOBS,2026-06-19 19:26:19.374705+00:00,no_bar,,,,,,,,,,,,,,,,,,,,,,,
2021-10-13 12:30:00+00:00,CPI,2026-06-19 19:26:19.375221+00:00,no_bar,,,,,,,,,,,,,,,,,,,,,,,
2021-11-05 12:30:00+00:00,JOBS,2026-06-19 19:26:19.375766+00:00,no_bar,,,,,,,,,,,,,,,,,,,,,,,
2021-11-11 13:30:00+00:00,CPI,2026-06-19 19:26:19.376289+00:00,no_bar,,,,,,,,,,,,,,,,,,,,,,,
2021-12-03 13:30:00+00:00,JOBS,2026-06-19 19:26:19.376826+00:00,no_bar,,,,,,,,,,,,,,,,,,,,,,,
2021-12-13 13:30:00+00:00,CPI,2026-06-19 19:26:19.377345+00:00,no_bar,,,,,,,,,,,,,,,,,,,,,,,
2022-01-07 13:30:00+00:00,JOBS,2026-06-19 19:26:19.377896+00:00,no_bar,,,,,,,,,,,,,,,,,,,,,,,
2022-01-13 13:30:00+00:00,CPI,2026-06-19 19:26:19.378414+00:00,no_bar,,,,,,,,,,,,,,,,,,,,,,,
2022-02-04 13:30:00+00:00,JOBS,2026-06-19 19:26:19.378953+00:00,no_bar,,,,,,,,,,,,,,,,,,,,,,,
2022-02-11 13:30:00+00:00,CPI,2026-06-19 19:26:19.379601+00:00,no_bar,,,,,,,,,,,,,,,,,,,,,,,
2022-03-04 13:30:00+00:00,JOBS,2026-06-19 19:26:19.380218+00:00,no_bar,,,,,,,,,,,,,,,,,,,,,,,
2022-03-11 13:30:00+00:00,CPI,2026-06-19 19:26:19.380757+00:00,no_bar,,,,,,,,,,,,,,,,,,,,,,,
2022-04-01 12:30:00+00:00,JOBS,2026-06-19 19:26:19.381304+00:00,no_bar,,,,,,,,,,,,,,,,,,,,,,,
2022-04-13 12:30:00+00:00,CPI,2026-06-19 19:26:19.381826+00:00,no_bar,,,,,,,,,,,,,,,,,,,,,,,
2022-05-06 12:30:00+00:00,JOBS,2026-06-19 19:26:19.382385+00:00,no_bar,,,,,,,,,,,,,,,,,,,,,,,
2022-05-12 12:30:00+00:00,CPI,2026-06-19 19:26:19.382905+00:00,no_bar,,,,,,,,,,,,,,,,,,,,,,,
2022-06-03 12:30:00+00:00,JOBS,2026-06-19 19:26:19.383440+00:00,no_bar,,,,,,,,,,,,,,,,,,,,,,,
2022-06-13 12:30:00+00:00,CPI,2026-06-19 19:26:19.383960+00:00,no_bar,,,,,,,,,,,,,,,,,,,,,,,
2022-07-01 12:30:00+00:00,JOBS,2026-06-19 19:26:19.384493+00:00,no_bar,,,,,,,,,,,,,,,,,,,,,,,
2022-07-13 12:30:00+00:00,CPI,2026-06-19 19:26:19.385004+00:00,no_bar,,,,,,,,,,,,,,,,,,,,,,,
2022-08-05 12:30:00+00:00,JOBS,2026-06-19 19:26:19.385553+00:00,no_bar,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 12:30:00+00:00,CPI,2026-06-19 19:26:19.386073+00:00,no_bar,,,,,,,,,,,,,,,,,,,,,,,
2022-09-02 12:30:00+00:00,JOBS,2026-06-19 19:26:19.386608+00:00,no_bar,,,,,,,,,,,,,,,,,,,,,,,
2022-09-13 12:30:00+00:00,CPI,2026-06-19 19:26:19.387122+00:00,no_bar,,,,,,,,,,,,,,,,,,,,,,,
2022-10-07 12:30:00+00:00,JOBS,2026-06-19 19:26:19.387664+00:00,no_bar,,,,,,,,,,,,,,,,,,,,,,,
2022-10-13 12:30:00+00:00,CPI,2026-06-19 19:26:19.388170+00:00,no_bar,,,,,,,,,,,,,,,,,,,,,,,
2022-11-04 12:30:00+00:00,JOBS,2026-06-19 19:26:19.388711+00:00,no_bar,,,,,,,,,,,,,,,,,,,,,,,
2022-11-11 13:30:00+00:00,CPI,2026-06-19 19:26:19.389224+00:00,no_bar,,,,,,,,,,,,,,,,,,,,,,,
2022-12-02 13:30:00+00:00,JOBS,2026-06-19 19:26:19.389756+00:00,no_bar,,,,,,,,,,,,,,,,,,,,,,,
2022-12-13 13:30:00+00:00,CPI,2026-06-19 19:26:19.390275+00:00,no_bar,,,,,,,,,,,,,,,,,,,,,,,
