event,ts_utc,ts_et,bar_ts_utc,last_close,atr_20,ema_slope_5,trend_dir,buffer,instructions
CPI,2026-07-13 12:30:00+00:00,2026-07-13 08:30 EDT,2026-07-13 12:00:00+00:00,4168.39990234375,16.4799560546875,4.414183328774925,UP,1.64799560546875,"['At 2026-07-13 09:00 EDT (close of event bar):', '  - Note event-bar HIGH (H) and LOW (L).', '  - Buffer = 0.1*ATR = $1.65', '  - Long trigger:  buy-stop @ H + $1.65', '  - Short trigger: sell-stop @ L - $1.65', '  - Trend filter (EMA50 slope = +4.41): ONLY take LONG breakout (trend up)', '  - Watch 2 bars after event bar; cancel both if neither triggers.', '  - Exit at close of bar #4 after entry (4-hour hold).', '  - Suggested stop: opposite side of event-bar range (e.g. long -> stop below L).']"
