event,ts_utc,ts_et,bar_ts_utc,last_close,atr_20,ema_slope_5,trend_dir,buffer,instructions
CPI,2026-07-13 12:30:00+00:00,2026-07-13 08:30 EDT,2026-07-13 12:00:00+00:00,4113.7001953125,14.5949951171875,-0.7566739689445967,DOWN,1.4594995117187501,"['At 2026-07-13 09:00 EDT (close of event bar):', '  - Note event-bar HIGH (H) and LOW (L).', '  - Buffer = 0.1*ATR = $1.46', '  - Long trigger:  buy-stop @ H + $1.46', '  - Short trigger: sell-stop @ L - $1.46', '  - Trend filter (EMA50 slope = -0.76): ONLY take SHORT breakout (trend down)', '  - Watch 2 bars after event bar; cancel both if neither triggers.', '  - Exit at close of bar #4 after entry (4-hour hold).', '  - Suggested stop: opposite side of event-bar range (e.g. long -> stop below L).']"
