event,ts_utc,ts_et,bar_ts_utc,last_close,atr_20,ema_slope_5,trend_dir,buffer,instructions
CPI,2026-07-13 12:30:00+00:00,2026-07-13 08:30 EDT,2026-07-13 12:00:00+00:00,4046.89990234375,22.705029296875,-11.71078200051761,DOWN,2.2705029296875003,"['At 2026-07-13 09:00 EDT (close of event bar):', '  - Note event-bar HIGH (H) and LOW (L).', '  - Buffer = 0.1*ATR = $2.27', '  - Long trigger:  buy-stop @ H + $2.27', '  - Short trigger: sell-stop @ L - $2.27', '  - Trend filter (EMA50 slope = -11.71): ONLY take SHORT breakout (trend down)', '  - Watch 2 bars after event bar; cancel both if neither triggers.', '  - Exit at close of bar #4 after entry (4-hour hold).', '  - Suggested stop: opposite side of event-bar range (e.g. long -> stop below L).']"
