event,ts_utc,ts_et,bar_ts_utc,last_close,atr_20,ema_slope_5,trend_dir,buffer,instructions
NFP,2026-07-03 12:30:00+00:00,2026-07-03 08:30 EDT,2026-07-03 12:00:00+00:00,4096.2998046875,19.71500244140625,6.422816361088735,UP,1.9715002441406249,"['At 2026-07-03 09:00 EDT (close of event bar):', '  - Note event-bar HIGH (H) and LOW (L).', '  - Buffer = 0.1*ATR = $1.97', '  - Long trigger:  buy-stop @ H + $1.97', '  - Short trigger: sell-stop @ L - $1.97', '  - Trend filter (EMA50 slope = +6.42): ONLY take LONG breakout (trend up)', '  - Watch 2 bars after event bar; cancel both if neither triggers.', '  - Exit at close of bar #4 after entry (4-hour hold).', '  - Suggested stop: opposite side of event-bar range (e.g. long -> stop below L).']"
UNRATE,2026-07-03 12:30:00+00:00,2026-07-03 08:30 EDT,2026-07-03 12:00:00+00:00,4096.2998046875,19.71500244140625,6.422816361088735,UP,1.9715002441406249,"['At 2026-07-03 09:00 EDT (close of event bar):', '  - Note event-bar HIGH (H) and LOW (L).', '  - Buffer = 0.1*ATR = $1.97', '  - Long trigger:  buy-stop @ H + $1.97', '  - Short trigger: sell-stop @ L - $1.97', '  - Trend filter (EMA50 slope = +6.42): ONLY take LONG breakout (trend up)', '  - Watch 2 bars after event bar; cancel both if neither triggers.', '  - Exit at close of bar #4 after entry (4-hour hold).', '  - Suggested stop: opposite side of event-bar range (e.g. long -> stop below L).']"
