event_ts,event_bar_ts,entry_ts,exit_ts,direction,entry_price,exit_price,trend_slope,pre_atr,gross_pnl,net_pnl,event_type,year
2024-07-31 18:00:00+00:00,2024-07-31 18:00:00+00:00,2024-07-31 19:00:00+00:00,2024-08-01 00:00:00+00:00,1,2485.6990991210937,2492.10009765625,6.845348010420366,50.9900146484375,640.0998535156305,616.0998535156305,FOMC,2024
2024-08-13 12:30:00+00:00,2024-08-13 12:00:00+00:00,2024-08-13 13:00:00+00:00,2024-08-13 17:00:00+00:00,1,2515.0854956054686,2507.300048828125,3.039761957956671,25.8549560546875,-778.5446777343623,-802.5446777343623,CPI,2024
2024-09-12 12:30:00+00:00,2024-09-12 12:00:00+00:00,2024-09-12 13:00:00+00:00,2024-09-12 17:00:00+00:00,1,2564.5055993652345,2582.39990234375,0.5665365229669987,4.05501708984375,1789.4302978515498,1765.4302978515498,CPI,2024
2024-09-18 18:00:00+00:00,2024-09-18 18:00:00+00:00,2024-09-18 19:00:00+00:00,2024-09-19 00:00:00+00:00,-1,2593.8764025878904,2583.5,-0.4185329633664878,5.23499755859375,1037.6402587890425,1013.6402587890425,FOMC,2024
2024-10-11 12:30:00+00:00,2024-10-11 12:00:00+00:00,2024-10-11 13:00:00+00:00,2024-10-11 17:00:00+00:00,1,2668.0034033203124,2677.0,2.6117919757384698,6.035009765625,899.6596679687627,875.6596679687627,CPI,2024
2024-11-07 19:00:00+00:00,2024-11-07 19:00:00+00:00,2024-11-07 20:00:00+00:00,2024-11-08 01:00:00+00:00,1,2706.35400390625,2707.39990234375,0.8628626975269071,8.5400390625,104.58984375,80.58984375,FOMC,2024
2024-11-13 13:30:00+00:00,2024-11-13 13:00:00+00:00,2024-11-13 14:00:00+00:00,2024-11-13 18:00:00+00:00,-1,2612.4580004882814,2588.60009765625,-2.298038358692793,5.4199951171875,2385.7902832031414,2361.7902832031414,CPI,2024
2024-12-06 13:30:00+00:00,2024-12-06 13:00:00+00:00,2024-12-06 14:00:00+00:00,2024-12-06 18:00:00+00:00,-1,2635.53205078125,2659.10009765625,-0.4458935974080305,17.67998046875,-2356.8046875000164,-2380.8046875000164,UNRATE,2024
2024-12-06 13:30:00+00:00,2024-12-06 13:00:00+00:00,2024-12-06 14:00:00+00:00,2024-12-06 18:00:00+00:00,-1,2635.53205078125,2659.10009765625,-0.4458935974080305,17.67998046875,-2356.8046875000164,-2380.8046875000164,NFP,2024
2024-12-18 19:00:00+00:00,2024-12-18 19:00:00+00:00,2024-12-18 20:00:00+00:00,2024-12-19 01:00:00+00:00,-1,2618.421903076172,2624.199951171875,-2.5254965818676283,4.77999267578125,-577.804809570307,-601.804809570307,FOMC,2024
2025-01-29 19:00:00+00:00,2025-01-29 19:00:00+00:00,2025-01-29 20:00:00+00:00,2025-01-30 01:00:00+00:00,1,2775.874904785156,2771.300048828125,1.4661742623957252,4.7500244140625,-457.48559570311045,-481.48559570311045,FOMC,2025
2025-02-07 13:30:00+00:00,2025-02-07 13:00:00+00:00,2025-02-07 14:00:00+00:00,2025-02-07 18:00:00+00:00,1,2895.131496582031,2884.60009765625,1.933322454628069,21.3149658203125,-1053.1398925781104,-1077.1398925781104,NFP,2025
2025-02-07 13:30:00+00:00,2025-02-07 13:00:00+00:00,2025-02-07 14:00:00+00:00,2025-02-07 18:00:00+00:00,1,2895.131496582031,2884.60009765625,1.933322454628069,21.3149658203125,-1053.1398925781104,-1077.1398925781104,UNRATE,2025
2025-02-13 13:30:00+00:00,2025-02-13 13:00:00+00:00,2025-02-13 15:00:00+00:00,2025-02-13 19:00:00+00:00,1,2948.7215478515627,2955.5,3.028016093916449,19.214990234375,677.8452148437282,653.8452148437282,CPI,2025
2025-03-19 18:00:00+00:00,2025-03-19 18:00:00+00:00,2025-03-19 19:00:00+00:00,2025-03-20 00:00:00+00:00,1,3058.865447998047,3061.5,2.0595495938132444,6.65496826171875,263.4552001953125,239.4552001953125,FOMC,2025
2025-04-04 12:30:00+00:00,2025-04-04 12:00:00+00:00,2025-04-04 13:00:00+00:00,2025-04-04 17:00:00+00:00,-1,3062.2935009765624,3043.800048828125,-3.701018745028705,32.064990234375,1849.3452148437427,1825.3452148437427,NFP,2025
2025-04-04 12:30:00+00:00,2025-04-04 12:00:00+00:00,2025-04-04 13:00:00+00:00,2025-04-04 17:00:00+00:00,-1,3062.2935009765624,3043.800048828125,-3.701018745028705,32.064990234375,1849.3452148437427,1825.3452148437427,UNRATE,2025
2025-04-11 12:30:00+00:00,2025-04-11 12:00:00+00:00,2025-04-11 13:00:00+00:00,2025-04-11 17:00:00+00:00,1,3255.104949951172,3251.89990234375,16.173712447779053,29.04998779296875,-320.5047607421875,-344.5047607421875,CPI,2025
2025-05-13 12:30:00+00:00,2025-05-13 12:00:00+00:00,2025-05-13 13:00:00+00:00,2025-05-13 17:00:00+00:00,-1,3240.3821008300783,3251.89990234375,-2.8852291429338948,12.17996826171875,-1151.7801513671657,-1175.7801513671657,CPI,2025
2025-06-06 12:30:00+00:00,2025-06-06 12:00:00+00:00,2025-06-06 14:00:00+00:00,2025-06-06 18:00:00+00:00,-1,3343.274099121094,3339.800048828125,-0.8044711055017615,18.2599853515625,347.4050292968968,323.4050292968968,NFP,2025
2025-06-06 12:30:00+00:00,2025-06-06 12:00:00+00:00,2025-06-06 14:00:00+00:00,2025-06-06 18:00:00+00:00,-1,3343.274099121094,3339.800048828125,-0.8044711055017615,18.2599853515625,347.4050292968968,323.4050292968968,UNRATE,2025
2025-06-12 12:30:00+00:00,2025-06-12 12:00:00+00:00,2025-06-12 13:00:00+00:00,2025-06-12 17:00:00+00:00,1,3413.703399658203,3403.300048828125,3.845565744776195,23.03497314453125,-1040.3350830078125,-1064.3350830078125,CPI,2025
2025-06-18 18:00:00+00:00,2025-06-18 18:00:00+00:00,2025-06-18 19:00:00+00:00,2025-06-19 00:00:00+00:00,-1,3395.073497314453,3396.300048828125,-0.19629607643673808,9.26502685546875,-122.65515136718932,-146.65515136718932,FOMC,2025
2025-07-11 12:30:00+00:00,2025-07-11 12:00:00+00:00,2025-07-11 13:00:00+00:00,2025-07-11 17:00:00+00:00,1,3369.9779455566404,3367.39990234375,4.01153103284787,7.77994384765625,-257.8043212890407,-281.8043212890407,CPI,2025
2025-08-01 12:30:00+00:00,2025-08-01 12:00:00+00:00,2025-08-01 13:00:00+00:00,2025-08-01 17:00:00+00:00,1,3404.084094238281,3400.10009765625,0.41173759594084913,54.8399658203125,-398.3996582031068,-422.3996582031068,UNRATE,2025
2025-08-01 12:30:00+00:00,2025-08-01 12:00:00+00:00,2025-08-01 13:00:00+00:00,2025-08-01 17:00:00+00:00,1,3404.084094238281,3400.10009765625,0.41173759594084913,54.8399658203125,-398.3996582031068,-422.3996582031068,NFP,2025
2025-09-05 12:30:00+00:00,2025-09-05 12:00:00+00:00,2025-09-05 13:00:00+00:00,2025-09-05 17:00:00+00:00,1,3645.6673999023437,3651.60009765625,1.5446830602568298,7.6749755859375,593.2697753906268,569.2697753906268,NFP,2025
2025-09-05 12:30:00+00:00,2025-09-05 12:00:00+00:00,2025-09-05 13:00:00+00:00,2025-09-05 17:00:00+00:00,1,3645.6673999023437,3651.60009765625,1.5446830602568298,7.6749755859375,593.2697753906268,569.2697753906268,UNRATE,2025
2025-10-03 12:30:00+00:00,2025-10-03 12:00:00+00:00,2025-10-03 13:00:00+00:00,2025-10-03 17:00:00+00:00,1,3900.5574975585937,3906.60009765625,1.1335799804260205,10.5749755859375,604.2600097656305,580.2600097656305,NFP,2025
2025-10-03 12:30:00+00:00,2025-10-03 12:00:00+00:00,2025-10-03 13:00:00+00:00,2025-10-03 17:00:00+00:00,1,3900.5574975585937,3906.60009765625,1.1335799804260205,10.5749755859375,604.2600097656305,580.2600097656305,UNRATE,2025
2025-10-13 12:30:00+00:00,2025-10-13 12:00:00+00:00,2025-10-13 13:00:00+00:00,2025-10-13 17:00:00+00:00,1,4107.812602539063,4123.39990234375,12.039125007023813,22.125048828125,1558.7299804687063,1534.7299804687063,CPI,2025
2025-12-05 13:30:00+00:00,2025-12-05 13:00:00+00:00,2025-12-05 14:00:00+00:00,2025-12-05 18:00:00+00:00,1,4271.016103515625,4239.2998046875,3.0080439413013664,14.16005859375,-3171.629882812522,-3195.629882812522,NFP,2025
2025-12-05 13:30:00+00:00,2025-12-05 13:00:00+00:00,2025-12-05 14:00:00+00:00,2025-12-05 18:00:00+00:00,1,4271.016103515625,4239.2998046875,3.0080439413013664,14.16005859375,-3171.629882812522,-3195.629882812522,UNRATE,2025
2025-12-11 13:30:00+00:00,2025-12-11 13:00:00+00:00,2025-12-11 14:00:00+00:00,2025-12-11 18:00:00+00:00,1,4253.11330078125,4298.60009765625,1.0654955455283925,23.1349609375,4548.679687500044,4524.679687500044,CPI,2025
2026-01-13 13:30:00+00:00,2026-01-13 13:00:00+00:00,2026-01-13 14:00:00+00:00,2026-01-13 18:00:00+00:00,1,4630.7943115234375,4602.2998046875,5.44236161221761,14.945068359375,-2849.45068359375,-2873.45068359375,CPI,2026
2026-01-28 19:00:00+00:00,2026-01-28 19:00:00+00:00,2026-01-28 20:00:00+00:00,2026-01-29 01:00:00+00:00,1,5369.280400390625,5574.0,31.30082966734244,33.80498046875,20471.95996093751,20447.95996093751,FOMC,2026
2026-02-06 13:30:00+00:00,2026-02-06 13:00:00+00:00,2026-02-06 14:00:00+00:00,2026-02-06 18:00:00+00:00,1,4966.7475,4986.2998046875,1.0758516066753145,57.475,1955.23046874996,1931.23046874996,NFP,2026
2026-02-06 13:30:00+00:00,2026-02-06 13:00:00+00:00,2026-02-06 14:00:00+00:00,2026-02-06 18:00:00+00:00,1,4966.7475,4986.2998046875,1.0758516066753145,57.475,1955.23046874996,1931.23046874996,UNRATE,2026
2026-03-18 18:00:00+00:00,2026-03-18 18:00:00+00:00,2026-03-18 19:00:00+00:00,2026-03-19 00:00:00+00:00,-1,4853.691201171875,4842.60009765625,-22.834861318459843,25.08994140625,1109.1103515625036,1085.1103515625036,FOMC,2026
2026-05-13 12:30:00+00:00,2026-05-13 12:00:00+00:00,2026-05-13 13:00:00+00:00,2026-05-13 17:00:00+00:00,-1,4680.465993652344,4693.39990234375,-0.8652717938139176,15.3400634765625,-1293.3908691406032,-1317.3908691406032,CPI,2026
2026-06-05 12:30:00+00:00,2026-06-05 12:00:00+00:00,2026-06-05 13:00:00+00:00,2026-06-05 17:00:00+00:00,-1,4428.79109375,4366.2001953125,-0.4980404474599709,13.0900390625,6259.089843750007,6235.089843750007,UNRATE,2026
2026-06-05 12:30:00+00:00,2026-06-05 12:00:00+00:00,2026-06-05 13:00:00+00:00,2026-06-05 17:00:00+00:00,-1,4428.79109375,4366.2001953125,-0.4980404474599709,13.0900390625,6259.089843750007,6235.089843750007,NFP,2026
